741,211,370,74
742,217,199,99
743,784,960,426
744,326,176,750
745,71,817,538
746,205,809,35
747,642,79,656
748,66,749,419
749,523,167,514
750,608,562,805
751,25,649,601
752,483,906,599
753,79,246,858
754,348,366,675
755,905,772,699
756,520,742,22
757,1000,344,743
758,837,504,293
759,409,975,476
760,792,140,977
761,345,749,314
762,728,654,380
763,595,767,265
764,534,356,693
765,889,834,634
766,488,904,720
767,142,584,581
768,620,764,806
769,740,659,117
770,281,831,788
771,564,943,921
772,193,970,593
773,260,811,626
774,225,718,588
775,507,120,527
776,968,648,652
777,474,977,565
778,533,6,926
779,11,240,14
780,154,990,391
781,262,632,795
782,205,965,473
783,321,338,120
784,783,544,963
785,802,525,93
786,888,183,95
787,591,723,879
788,664,467,798
789,422,427,411
790,778,436,978
791,482,709,360
792,609,403,474
793,930,835,575
794,937,163,11
795,863,214,189
796,329,882,373
797,765,220,318
798,835,315,240
799,824,283,752
800,642,156,542
801,482,53,250
802,248,400,157
803,981,705,113
804,759,889,596
805,222,540,551
806,998,493,576
807,551,10,964
808,7,746,757
809,945,361,628
810,531,15,258
811,606,85,138
812,227,418,202
813,387,35,937
814,430,554,830
815,986,932,549
816,469,582,556
817,188,110,578
818,696,559,768
819,463,257,870
820,579,235,701
821,382,616,333
822,517,963,508
823,956,450,644
824,767,95,784
825,553,799,223
826,665,732,347
827,18,897,866
828,391,829,928
829,77,576,70
830,170,283,389
831,619,269,690
832,874,779,476
833,289,934,966
834,428,445,837
835,810,483,76
836,701,865,441
837,106,923,735
838,807,535,939
839,819,470,933
840,682,784,789
841,59,669,673
842,917,729,706
843,127,684,976
844,10,785,294
845,543,405,672
846,789,967,902
847,219,563,650
848,779,514,949
849,690,911,437
850,877,327,50
851,35,250,719
852,957,185,508
853,123,186,796
854,135,895,968
855,856,695,519
856,195,545,412
857,720,791,310
858,613,851,795
859,193,349,614
860,155,102,219
861,296,713,474
862,73,336,845
863,664,207,203
864,484,53,343
865,679,971,180
866,261,724,995
867,751,804,146
868,420,468,424
869,457,706,132
870,643,856,982
871,204,424,895
872,166,630,759
873,656,351,964
874,332,155,372
875,225,27,140
876,878,967,612
877,842,774,438
878,19,884,512
879,754,256,865
880,567,647,682
881,711,564,967
882,174,896,882
883,596,145,857
884,797,510,850
885,560,321,554
886,145,715,105
887,445,226,379
888,655,700,931
889,561,332,633
890,141,262,686
891,245,523,416
892,303,876,371
893,984,266,36
894,192,890,616
895,644,798,922
896,503,734,370
897,792,561,784
898,916,460,234
899,381,25,434
900,785,869,657
901,29,361,512
902,282,493,158
903,945,424,429
904,176,403,385
905,691,699,954
906,852,784,509
907,375,88,332
908,578,933,525
909,332,26,354
910,412,464,587
911,745,552,887
912,353,684,103
913,610,472,681
914,16,671,680
915,245,842,485
916,199,697,551
917,422,560,898
918,321,360,57
919,373,386,16
920,750,264,843
921,8,678,992
922,565,793,511
923,813,222,766
924,209,970,810
925,754,575,894
926,936,563,3
927,702,268,642
928,454,382,217
929,453,872,639
930,351,404,805
931,338,338,400
932,330,639,594
933,455,385,95
934,118,778,817
935,202,964,637
936,325,956,37
937,135,673,750
938,902,651,678
939,878,45,821
940,95,155,380
941,88,90,180
942,759,271,86
943,551,257,655
944,879,208,44
945,612,426,377
946,96,750,832
947,331,765,71
948,459,824,690
949,281,988,774
950,213,390,645
951,466,966,546
952,701,900,776
953,698,373,500
954,343,756,662
955,614,67,129
956,232,488,536
957,159,115,661
958,390,444,972
959,102,786,461
960,667,665,928
961,127,184,307
962,739,598,827
963,431,175,966
964,185,94,309
965,603,34,449
966,284,485,691
967,167,341,298
968,323,763,583
969,885,137,580
970,511,212,290
971,199,466,332
972,629,146,209
973,631,269,167
974,510,88,967
975,204,468,805
976,532,267,219
977,17,516,436
978,348,661,338
979,635,457,265
980,429,388,157
981,8,293,788
982,697,147,944
983,955,376,748
984,704,837,800
985,90,709,607
986,357,421,721
987,503,232,110
988,491,935,85
989,551,145,565
990,863,687,313
991,525,659,484
992,78,751,344
993,285,743,447
994,784,71,256
995,527,852,531
996,363,784,316
997,561,664,437
998,822,68,196
999,134,823,31
1000,773,392,579
