34,Desk,820,859,id,2969.76,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
35,Cable,265,124,viverra pede,919.48,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor
36,Glasses,729,932,dapibus duis at velit,462.23,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
37,Headphones,412,369,sit amet,481,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
38,Cable,218,578,vulputate nonummy maecenas,942.83,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
39,Console,850,76,fusce posuere felis,1669.39,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
40,USB Storage,140,777,massa volutpat convallis morbi,178.83,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
41,Laptop,331,679,sapien urna pretium nisl ut,2560.44,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
42,Glasses,900,253,nascetur,715.86,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
43,Speakers,275,956,ac,1354.13,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
44,TV,732,893,dui vel,238.25,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
45,Soldering,514,238,lectus,2231.45,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
46,Laptop,983,471,nisl nunc rhoncus,1453.65,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
47,Mousepad,95,234,nulla,1939.48,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
48,USB Storage,489,853,nulla ut,169.97,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
49,Modem,233,421,vivamus vestibulum,916.66,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
50,TV,87,408,habitasse platea dictumst morbi vestibulum,1159.05,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
51,Stand,245,800,enim lorem ipsum dolor,547.96,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
52,Cable,279,285,convallis nunc proin,2656.23,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
53,Desk,213,513,primis,754.91,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
54,Console,883,483,facilisi,40.57,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
55,Computer,150,969,lorem integer tincidunt ante vel,1768.6,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
56,TV,822,939,pretium,2982.35,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
57,USB Storage,427,352,libero convallis eget eleifend luctus,2535.97,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
58,Mousepad,538,223,nulla quisque arcu libero,1087.59,eu massa donec dapibus duis at velit eu est congue elementum
59,Mousepad,237,380,nunc rhoncus,485.99,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa
60,TV,979,133,massa donec dapibus duis,1669.49,erat tortor sollicitudin mi sit amet lobortis sapien sapien non
61,Computer,925,258,eleifend pede libero,1739.79,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
62,Mouse,186,302,eu,1530.02,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
63,Cable,440,828,venenatis,106.44,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
64,Computer,996,973,diam nam tristique tortor eu,460.31,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
65,Desk,686,695,luctus et ultrices posuere,345.73,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
66,Desk,846,617,amet consectetuer adipiscing,2242.34,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
67,Glasses,270,350,morbi sem mauris laoreet,1622.32,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
68,Chair,340,974,odio consequat varius integer,2176.95,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
69,Router,936,129,pharetra magna ac,2779.82,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
70,Printer,892,189,congue vivamus metus arcu adipiscing,1436.66,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
71,Soldering,960,39,vestibulum quam sapien varius,528.56,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
72,Mouse,253,601,ut tellus nulla ut erat,2499.44,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
73,Cable,902,583,nulla,2910.82,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
74,Mobile Device,285,692,ligula in,1977.9,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
75,Headphones,661,218,etiam justo,77.34,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
76,Computer,314,269,ornare consequat lectus in,1130.62,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
77,Desk,683,485,rhoncus aliquam,971.86,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
78,Chair,705,45,augue a suscipit,2101.72,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
79,Mousepad,362,498,amet,791.26,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
80,Glasses,460,111,nunc rhoncus dui,602.02,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
81,Computer,821,36,lorem ipsum dolor sit amet,2511.46,vehicula consequat morbi a ipsum integer a nibh in quis justo
82,Laptop,326,873,donec,576.84,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
83,Router,60,202,non interdum in ante,191.41,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
84,Soldering,804,253,semper est quam pharetra,1825.41,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
85,Modem,305,864,malesuada,613.51,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
86,USB Storage,455,971,primis,2859.98,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
87,TV,834,267,dolor sit amet consectetuer,2623.92,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
88,Router,972,792,enim in,2425.65,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
89,Mouse,185,984,tellus in sagittis,2318.44,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
90,Headphones,373,723,vel,2385.51,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
91,Printer,555,437,nulla,1050.64,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
92,Headphones,655,27,curabitur,2250.13,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
93,Stand,423,344,odio curabitur convallis duis consequat,2194.81,mi in porttitor pede justo eu massa donec dapibus duis
94,Modem,307,215,pulvinar nulla,1227.17,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
95,Printer,29,656,donec odio,2010.29,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
96,Computer,763,73,a libero nam dui proin,2063.28,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
97,Stand,374,935,maecenas leo,1069.11,mi integer ac neque duis bibendum morbi non quam nec dui luctus
98,Cable,240,94,nulla nunc purus phasellus in,524.78,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
99,Stand,780,12,et magnis dis,297.72,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
100,Controller,881,794,orci luctus et,2631.42,magna vulputate luctus cum sociis natoque penatibus et magnis dis
101,Soldering,987,626,nunc commodo placerat,1875.87,elit ac nulla sed vel enim sit amet nunc viverra
102,Mousepad,348,417,est quam pharetra magna,916.14,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
103,Chair,725,122,morbi sem mauris laoreet,2390.87,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
104,Console,533,282,mattis odio donec,2678.01,duis ac nibh fusce lacus purus aliquet at feugiat non
105,Cable,268,669,suspendisse potenti cras in purus,2653.36,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
106,Mobile Device,801,690,maecenas tincidunt lacus at,418.89,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
107,Computer,746,352,rhoncus sed vestibulum,1457.61,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
108,Mouse,503,781,vulputate luctus,2919.8,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
109,Computer,778,483,ultricies eu nibh quisque id,2864.43,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius
110,USB Storage,609,382,nec,1265.62,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
111,Stand,340,945,vestibulum,51.85,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
112,Headphones,117,968,sit amet nulla quisque,242.02,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
113,Desk,491,97,odio consequat varius integer,862.61,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
114,Laptop,131,323,quam,2613.69,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
115,Mousepad,325,558,phasellus,2037.73,ac est lacinia nisi venenatis tristique fusce congue diam id ornare
116,Modem,47,825,vestibulum quam,2742.72,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
117,Mobile Device,760,983,purus eu magna vulputate,554.23,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
118,Mousepad,514,234,commodo placerat praesent blandit nam,30.86,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
119,Stand,224,932,metus aenean fermentum donec ut,1873.56,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
120,Chair,728,770,justo maecenas rhoncus aliquam,2931.74,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
121,Desk,296,867,praesent blandit,2144.31,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
122,Printer,141,764,quis tortor id nulla,848.66,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
123,Soldering,490,431,integer ac leo pellentesque,435.94,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
124,Stand,428,127,tincidunt nulla mollis molestie,816.96,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
125,Cable,943,569,maecenas tristique est,2659.66,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
126,Glasses,123,522,vivamus vestibulum sagittis sapien cum,1914.01,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
127,Computer,30,732,donec ut dolor morbi vel,2255.72,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
128,Desk,968,548,iaculis,280.88,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
129,Laptop,180,842,cursus urna ut,1538.22,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
130,Console,114,332,mauris ullamcorper purus sit amet,2327.13,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
131,Cable,66,776,metus,1760.37,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
132,Speakers,441,712,nullam,883.21,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
133,Glasses,54,817,eget orci vehicula condimentum curabitur,2556.48,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
134,Mouse,525,787,tortor risus dapibus,1273.59,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
135,Speakers,99,500,enim lorem ipsum dolor,347.7,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
136,Modem,811,245,fusce,417.9,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
137,Desk,854,92,nunc donec quis orci eget,770.91,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
138,Modem,733,890,felis donec semper sapien,1794.44,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem
139,Laptop,789,992,et eros vestibulum ac,617.58,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
140,Mobile Device,967,514,faucibus orci luctus et,1545.67,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
141,Controller,559,717,faucibus orci luctus et ultrices,2703.55,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
142,USB Storage,470,151,lacinia eget tincidunt eget tempus,1325.14,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
143,Console,965,427,hendrerit at vulputate vitae,446.07,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
144,Glasses,173,906,nulla,1330.62,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
145,Router,416,834,ac,1503.14,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
146,Soldering,153,872,ultrices,116.79,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
147,Printer,223,989,non,2495.41,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
148,Stand,458,286,platea dictumst etiam faucibus,2117.6,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
149,Mobile Device,916,17,sed accumsan felis,1086.96,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
150,Computer,425,178,vel augue,443.99,ornare consequat lectus in est risus auctor sed tristique in tempus sit
151,Glasses,170,747,vel,596.5,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
152,Cable,370,896,erat id mauris,2112.98,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
153,Printer,655,63,pellentesque ultrices mattis odio,1809.73,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
154,Soldering,383,405,vestibulum ante,2005.21,ligula nec sem duis aliquam convallis nunc proin at turpis
155,Headphones,130,634,vitae nisi nam ultrices libero,1477.97,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
156,Controller,578,659,pellentesque,1834.57,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
157,Glasses,478,633,lectus,2677.72,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
158,Mouse,291,159,praesent lectus vestibulum quam,235,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
159,TV,742,881,consectetuer,1046.21,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas
160,Chair,551,728,justo sollicitudin ut suscipit a,1540.69,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
161,TV,984,137,vivamus,1757.08,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
162,TV,373,111,imperdiet et commodo vulputate justo,1139.45,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
163,Modem,969,259,vulputate vitae nisl aenean,118.44,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
164,Mousepad,59,732,fermentum donec ut mauris,15.76,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
165,Headphones,450,108,faucibus orci luctus et,1696.76,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
166,USB Storage,704,139,donec odio,2321.97,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
167,Computer,408,213,at,2247.88,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
168,Soldering,180,192,accumsan odio,293.04,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
169,TV,304,661,penatibus,2236.12,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
170,Router,701,93,eget,2359.54,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
171,Desk,135,125,in lacus curabitur at ipsum,1742.54,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
172,Controller,985,824,ut,2562.17,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
173,Desk,606,482,integer ac neque duis bibendum,2968.21,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
174,Laptop,248,908,faucibus,1585.87,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
175,Stand,901,275,blandit mi in porttitor pede,477.65,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
176,USB Storage,152,561,ut dolor morbi vel lectus,1553.68,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
177,Router,501,203,semper interdum mauris,2323.76,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor
178,Glasses,722,944,quis tortor,1452.28,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
179,Computer,241,163,suspendisse potenti in,1577.15,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
180,Chair,739,488,vehicula consequat,1688.7,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
181,Computer,315,751,ultrices aliquet maecenas,2756.86,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
182,Headphones,617,856,nunc vestibulum ante,1743.21,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
183,Mouse,724,702,id,826.45,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
184,Desk,395,580,dui,1648.41,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
185,Desk,351,59,nam,1894.52,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
186,Cable,542,713,eget tempus vel pede,1316.44,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
187,Console,848,135,luctus ultricies eu,2342.43,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
188,Stand,664,182,maecenas tincidunt,2560.21,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
189,Cable,443,33,semper rutrum nulla,2695.37,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
190,Glasses,84,535,metus vitae ipsum aliquam,2633.32,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
191,Mobile Device,887,672,praesent id massa id nisl,2207.5,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
192,Soldering,681,644,vivamus tortor duis mattis egestas,1915.5,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
193,Mobile Device,314,25,quis orci,645.24,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus
194,Computer,390,115,mattis pulvinar,1566.68,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
195,Laptop,719,338,bibendum felis sed,2568.87,blandit mi in porttitor pede justo eu massa donec dapibus duis at
196,Modem,832,313,eu pede,1054.3,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
197,Console,346,596,curabitur convallis duis consequat,1126.13,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
198,Router,178,849,euismod scelerisque quam turpis,889.75,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
199,Computer,610,735,lectus in,1655.14,velit vivamus vel nulla eget eros elementum pellentesque quisque porta
200,Mobile Device,97,586,a nibh in quis,549.5,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
201,Soldering,411,582,mauris viverra diam vitae,17.45,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
202,Router,829,592,donec ut dolor morbi vel,1887.23,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
203,Stand,82,270,sapien,2117,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
204,Glasses,930,842,montes nascetur ridiculus,1003.84,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
205,TV,499,879,nec molestie sed,1286.24,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
206,Controller,983,464,consequat dui nec,589.68,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
207,Cable,893,70,sapien cursus,980,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
208,Mouse,974,992,venenatis lacinia aenean sit,1001.04,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
209,Headphones,648,250,ante vestibulum ante ipsum primis,368.35,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
210,Speakers,3,996,in tempus sit,446.02,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
